,bincenter_h,bincenter_d,alpha,beta,conv_b,alpha1,beta1,alpha2,beta2,p,conv_mb,mu,sigma,p_cs
0,500.0,0,0.45121876161656055,2.7628208040289968,True,2.0045362545740146,71.92254478691808,0.8451622661284861,1.5355997998880853,0.7360543793272,True,0.4373156080516309,0.5484623278261135,0.1747936822599065
1,4500.0,0,1.0946692232360737,1.9273625521525122,True,1.0946894177605586,1.9273758852469656,,,1.0,True,0.39442686086414197,0.6290899654368006,0.06749226006191951
2,8500.0,0,1.319490060217368,1.41371581441284,True,6.578972194678528,3.601192766033944,0.8598751222568146,2.1522928816700895,0.61913395758534,True,0.3522952089686623,0.6105199279515834,0.051969823973176864
3,12500.0,0,7.1761618277842345,2.6870323436707495,True,143.16893502018712,38.888464617187026,1.6881956523693908,1.7155547816925538,0.8405977732514747,True,0.2686741818621882,0.5041349273858361,0.022375582512183842
4,500.0,1,0.6069192321282788,9.561423305474259,True,2.0315205164989036,83.82638295920131,0.7185042149779952,1.8857922687160489,0.8992357002713198,True,1.0148228651698548,0.5057928993162961,0.12189773451274985
5,4500.0,1,1.4943235063809774,2.994067851916175,True,1.763789058378885,4.127699997480402,50.793232532800644,14.907954836840634,0.9357510766545423,True,1.0802802581319788,0.6562104379783328,0.021582049819357293
6,8500.0,1,1.791764066084156,1.865257596828065,True,6.322803725891749,4.338296484999482,0.8810856509283567,2.638831925321263,0.7630334778933054,True,1.0646312575456218,0.6558769960548338,0.023577042152893544
7,12500.0,1,11.827674456113876,4.070468669732211,True,166.25002175028987,46.433236060967445,2.14050365358216,1.917964102843463,0.8877067825882199,True,0.9605423567040069,0.5160526241470633,0.005913399099173782
8,500.0,2,0.8115253915910433,13.34756513221711,True,2.2484200808722603,69.14109210418857,0.6854604750103352,2.044574418450751,0.9236617549264536,True,1.628514605361917,0.6565079160186712,0.05614244741873805
9,4500.0,2,2.9238055282997673,6.328251846776445,True,4.696366669594282,11.97841160205249,17.890015256592406,7.938442137496468,0.9284770527933701,True,1.884446273496814,0.6794784539591603,0.0038512323943661973
10,8500.0,2,4.069811392783295,3.781363017354861,True,10.68386563849927,8.343789141157252,1.3244070310580125,2.2680030613653774,0.8201925338405924,True,1.9232439204862477,0.6927968793926382,0.003543307086614173
11,12500.0,2,17.297296131837474,5.7875086478983,True,185.32752224611195,53.58139460976514,2.3713479089988136,1.9931311600681112,0.9048545777832779,True,1.7821285967213618,0.6040140199171036,0.0013008220088013063
12,500.0,3,0.9587616300342324,14.762187237956402,True,2.633279379215846,66.680670485376,0.5357880306543865,1.9688528947922972,0.9014126196965524,True,2.387187395492432,0.8070522084694534,0.016853932584269662
13,4500.0,3,4.4835959214175585,9.913292986587798,True,8.352686528348958,21.113790601895218,10.928263673124057,6.42077494043357,0.930238265840631,True,2.696096434029094,0.7255379612027424,0.0006333924499619965
14,8500.0,3,7.983944511229999,7.0550290007986565,True,47.94116748095915,40.27466028470984,3.3531637844303916,3.192761719546569,0.6306567213597986,True,2.7707522594016636,0.6830136541856786,0.00022771262666514857
15,12500.0,3,25.199458224389808,8.18055205094197,True,221.7565721392334,65.18241574072363,3.1138336851033697,2.185420816617496,0.9270691210845581,True,2.809432204744385,0.6363411081599709,0.0002044153720359771
