from,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
0.0,0.2496967859308672,0.08944815039417829,0.08823529411764706,0.05897513644633111,0.24439053972104305,0.05624620982413584,0.030927835051546393,0.11779866585809581,0.0072771376591873865,0.010612492419648272,0.04639175257731959
1.0,0.0009609136009890476,0.816544752817359,0.09239431931654277,0.015124978206083276,0.04891545545323422,0.01648610736872137,0.0018207826789874942,0.007578339224295066,0.00010302578814727933,2.5756447036819833e-05,4.5569098603604316e-05
2.0,0.001452558878880342,0.13417746188936192,0.5827562685376356,0.06761554999299604,0.06484442089492244,0.1259645660899064,0.01212901889849141,0.009446200507938828,0.001242440298916519,0.00024361574488559196,0.00012789826606493578
3.0,0.002592555566663334,0.05029824386017528,0.13679229564463993,0.4165083808190876,0.20722449931687162,0.024139424839214902,0.12240327901629511,0.035682628544769904,0.0004465327068546103,0.0029991002699190244,0.0009130594155086808
4.0,0.003630935571065478,0.048698547992532745,0.03561617710163319,0.05668477244303282,0.7422640900472022,0.005407893433874795,0.009695331497082415,0.09645818739295159,5.134656363122898e-05,0.0001962172253050536,0.0012965007316885317
5.0,0.0005883470512168366,0.052313858637363715,0.2485705005239966,0.0229271491521061,0.02005282866230718,0.5446377682035191,0.05373569734447107,0.03140302385869865,0.021205008304273482,0.0033278380084452316,0.0012379802536020936
6.0,0.001051878944546042,0.005575645908672157,0.02650322438709145,0.11985919947199802,0.035179506923150965,0.059235222132082994,0.5948203555763334,0.10202538259518473,0.0027775104156640587,0.04514829430610365,0.007823779339172521
7.0,0.002378328907835239,0.012719543842536563,0.00848370995225279,0.014191699331057362,0.16063052810943926,0.014778755200712897,0.04128959616577253,0.6979401865332394,0.0006021085842620858,0.0030286061788382915,0.04395693719405357
8.0,0.0010427528675703858,0.004982041478391843,0.03383153748117252,0.006604101494612443,0.004171011470281543,0.4042405283281196,0.050283860502838604,0.025141930251419302,0.3984474568416174,0.05607693198934075,0.015177847294635616
9.0,0.003357527279909149,0.0003950032094010764,0.003357527279909149,0.01150446847380635,0.004147533698711302,0.0244408235816916,0.31624944452673676,0.05436231669382314,0.022416432133511084,0.48343455290574233,0.07633437021675801
10.0,0.003556656216244698,0.00018441921121268803,0.0003161472192217509,0.0008035408488552836,0.0069684116236794266,0.002568696156176726,0.013146455199304475,0.20762968622388492,0.0015280448929051295,0.017704244276418053,0.7455936981320969
All,0.0027904252109919253,0.22121924569071355,0.1430062227709922,0.06571486449512771,0.23933859380809733,0.07155835864768734,0.06384040381363959,0.1466832349990529,0.0038041686251674956,0.008968910699377722,0.033075571239152245
