,coef,names
0,0.33945491379564996,constant
1,-1.564675632290011e-05,h_t
2,0.7317140009217799,d_t
3,1.320287581686899e-05,hd
4,0.6051100598808881,gamm1
5,-4.9755848527946736e-06,gamm2
