,Unnamed: 0,h_t,d_t,cloud,ISCCP,h_t_next,d_t_next,cloud_next,ISCCP_next,dh,dd,bincenter_h,bincenter_d
122745,122745,925.6332099213032,0.9751274347617528,cloud,2.0,1017.1247198305516,0.8274694957287221,cloud,2.0,91.4915099092484,-0.1476579390330307,1000.0,1
123287,123287,1028.719832976175,1.1150939143272016,cloud,2.0,1165.2271594968654,1.4945574118028664,cloud,5.0,136.5073265206904,0.37946349747566477,1000.0,1
123299,123299,908.5226425779192,0.8596451523138122,cloud,2.0,1802.4780549324855,1.065821358270468,cloud,2.0,893.9554123545663,0.20617620595665587,1000.0,1
123533,123533,928.8280482103888,0.9690671086339704,cloud,2.0,468.8729687298997,0.6864435740285887,cloud,2.0,-459.95507948048913,-0.2826235346053817,1000.0,1
124288,124288,913.8889823849275,0.96391438309145,cloud,2.0,586.6499365281696,1.89995174390456,cloud,5.0,-327.2390458567579,0.9360373608131098,1000.0,1
124348,124348,1132.070458277271,1.0119312905416074,cloud,2.0,2529.2965358342067,1.0628067827908363,cloud,3.0,1397.2260775569357,0.05087549224922894,1000.0,1
124632,124632,1028.895693640379,0.9243493928372896,cloud,2.0,842.7084112375442,1.4833378717402048,cloud,5.0,-186.18728240283485,0.5589884789029153,1000.0,1
124741,124741,954.8168940253024,0.9596708355833928,cloud,2.0,1054.7649419849854,1.9722145773103212,cloud,5.0,99.94804795968298,1.0125437417269283,1000.0,1
124831,124831,853.3528931469467,0.8713404234636349,cloud,2.0,10249.053408599637,0.0333657687199033,cloud,4.0,9395.70051545269,-0.8379746547437317,1000.0,1
125490,125490,967.5693210827792,1.1335937870046506,cloud,2.0,1632.7453792353651,1.9607159825822,cloud,5.0,665.1760581525859,0.8271221955775494,1000.0,1
125982,125982,973.3237283443164,0.8813587566546757,cloud,2.0,10356.875514358151,0.9676110722005696,cloud,4.0,9383.551786013835,0.08625231554589396,1000.0,1
126660,126660,1110.8839209264254,1.028906875901542,cloud,2.0,894.6620666429932,0.730002762663001,cloud,2.0,-216.2218542834322,-0.29890411323854105,1000.0,1
127203,127203,868.3361195219119,1.080346870939766,cloud,2.0,1173.906111805999,1.5470241845166623,cloud,5.0,305.5699922840871,0.46667731357689646,1000.0,1
127564,127564,1107.745722941175,1.0998865619416094,cloud,2.0,960.3874445435682,1.916493874686633,cloud,5.0,-147.3582783976068,0.8166073127450235,1000.0,1
127659,127659,941.5191170646514,0.9695411625553512,cloud,2.0,768.3440402756823,2.2420820573267117,cloud,5.0,-173.17507678896902,1.2725408947713606,1000.0,1
127850,127850,1006.8380582741232,1.130627320776029,cloud,2.0,610.72802762357,2.532570685430426,cloud,5.0,-396.1100306505532,1.401943364654397,1000.0,1
127973,127973,1012.5006168862784,1.1103679457948856,cloud,2.0,1028.0219965757149,1.719873070649047,cloud,5.0,15.521379689436458,0.6095051248541614,1000.0,1
128375,128375,1052.4651714712595,1.080746563155326,cloud,2.0,1482.6083503149323,0.4860229663084915,cloud,2.0,430.1431788436728,-0.5947235968468344,1000.0,1
128573,128573,866.9880113858184,0.9631307466771936,cloud,2.0,397.4179302136094,1.2214889486962368,cloud,2.0,-469.570081172209,0.25835820201904325,1000.0,1
129281,129281,945.6051067120716,0.9054120519398312,cloud,2.0,1218.0554597732005,0.2650588220563893,cloud,2.0,272.4503530611289,-0.6403532298834419,1000.0,1
129453,129453,1144.8183629445512,0.9959114912977264,cloud,2.0,1115.423465853402,1.923037257242049,cloud,5.0,-29.394897091149232,0.9271257659443227,1000.0,1
129464,129464,1066.6541974307318,1.017332850001444,cloud,2.0,261.08809888181764,1.3005937509497227,cloud,5.0,-805.5660985489142,0.2832609009482787,1000.0,1
129492,129492,863.4110290163013,1.0203403955455796,cloud,2.0,659.2056613097554,1.049006365448928,cloud,2.0,-204.20536770654587,0.028665969903348243,1000.0,1
129508,129508,926.300704877102,0.9679287645589798,cloud,2.0,543.7208144267801,1.5845573570946152,cloud,5.0,-382.57989045032195,0.6166285925356354,1000.0,1
129580,129580,1091.739054112579,1.0136388187752263,cloud,2.0,796.2782856491409,1.5735555889219508,cloud,5.0,-295.46076846343806,0.5599167701467245,1000.0,1
129958,129958,1013.613099318988,0.9041918521855464,cloud,2.0,769.5327938946251,1.8010381023904445,cloud,5.0,-244.0803054243629,0.896846250204898,1000.0,1
130093,130093,1045.27912288697,0.8538957214661338,cloud,2.0,835.5914240909561,0.261340173565348,cloud,2.0,-209.68769879601393,-0.5925555479007858,1000.0,1
130132,130132,1119.5840733612472,1.054761652387751,cloud,2.0,1896.607500885667,1.546654013560024,cloud,5.0,777.0234275244197,0.491892361172273,1000.0,1
130187,130187,897.2415071877301,0.9249643882941138,cloud,2.0,772.4885156439457,0.5967993187786069,cloud,2.0,-124.75299154378445,-0.32816506951550684,1000.0,1
130698,130698,925.98988775843,1.034202465331024,cloud,2.0,106.7438086375306,1.3178901335858977,cloud,5.0,-819.2460791208994,0.2836876682548737,1000.0,1
130709,130709,1088.5490166439338,0.8685324869212813,cloud,2.0,853.421554570606,-0.2748762216813527,cloud,2.0,-235.12746207332782,-1.1434087086026339,1000.0,1
131472,131472,1033.7750182534196,0.9430924000051304,cloud,2.0,706.2762024198432,1.5679852434019064,cloud,5.0,-327.4988158335764,0.624892843396776,1000.0,1
131503,131503,1028.423673636381,1.1010795041082908,cloud,2.0,796.0273286114076,1.6756533516028544,cloud,5.0,-232.39634502497336,0.5745738474945636,1000.0,1
131855,131855,918.4733548184172,1.043124292159256,cloud,2.0,550.3935819789457,1.4145328001137738,cloud,5.0,-368.0797728394715,0.37140850795451774,1000.0,1
131885,131885,947.6516423571288,1.05884839674651,cloud,2.0,62.58973079573602,0.7860492682161909,cloud,2.0,-885.0619115613928,-0.2727991285303192,1000.0,1
132215,132215,948.9027574482072,1.106442637878574,cloud,2.0,472.9898171599623,-0.1961628455216462,cloud,2.0,-475.91294028824495,-1.3026054834002203,1000.0,1
132690,132690,920.8567766045988,1.107244092317759,cloud,2.0,3374.713463153927,0.2772964273896579,cloud,3.0,2453.856686549328,-0.8299476649281012,1000.0,1
133279,133279,850.8946808451923,0.899208507240695,cloud,2.0,561.8362948614033,0.3081684001136437,cloud,2.0,-289.058385983789,-0.5910401071270512,1000.0,1
133332,133332,926.6138276852698,1.1239482293829044,cloud,2.0,544.5405458491265,1.3704553929883907,cloud,5.0,-382.07328183614334,0.2465071636054863,1000.0,1
133610,133610,936.429838882586,0.9908755647246382,cloud,2.0,3251.5471339613514,0.7079426400232639,cloud,3.0,2315.1172950787654,-0.2829329247013743,1000.0,1
134104,134104,914.1839643377624,0.938012946605119,cloud,2.0,417.4511312225087,1.0450857099803557,cloud,2.0,-496.7328331152537,0.10707276337523663,1000.0,1
135010,135010,1125.545683808656,1.0345812371411345,cloud,2.0,1284.3293341917408,1.0002740430801202,cloud,2.0,158.78365038308493,-0.034307194061014235,1000.0,1
135316,135316,1126.0389619129978,1.117667031499101,cloud,2.0,878.2289222539022,2.0532310156784432,cloud,5.0,-247.81003965909565,0.9355639841793422,1000.0,1
135918,135918,1031.8225902047534,0.9913131557629444,cloud,2.0,1328.575436828645,1.8805274007455264,cloud,5.0,296.7528466238916,0.889214244982582,1000.0,1
135921,135921,856.7915503281047,1.075278682860239,cloud,2.0,368.0085292202256,0.8792339877464453,cloud,2.0,-488.78302110787905,-0.19604469511379363,1000.0,1
136481,136481,1067.7475447812162,0.9994206599778678,cloud,2.0,858.2265874123527,2.7931690967727825,cloud,5.0,-209.5209573688635,1.7937484367949148,1000.0,1
136566,136566,1027.7561046624269,1.0328270549413494,cloud,2.0,701.4507263241902,1.6381457387704756,cloud,5.0,-326.30537833823666,0.6053186838291262,1000.0,1
137922,137922,856.4525631714313,0.8779759603991896,cloud,2.0,1254.000892359593,0.5036320465924305,cloud,2.0,397.5483291881618,-0.374343913806759,1000.0,1
139569,139569,960.2829363776738,1.066294199514065,cloud,2.0,1843.544383168324,0.1114307776266854,cloud,2.0,883.2614467906502,-0.9548634218873795,1000.0,1
139700,139700,867.5246372508589,0.9781158374406782,cloud,2.0,726.5760447453666,0.2816528531305129,cloud,2.0,-140.94859250549223,-0.6964629843101653,1000.0,1
139830,139830,1146.780042505531,1.1175724085731145,cloud,2.0,448.2065541276136,1.8388061848240331,cloud,5.0,-698.5734883779173,0.7212337762509187,1000.0,1
140229,140229,971.5867774594262,1.1415399887568245,cloud,2.0,1082.915009080692,0.5512013397855304,cloud,2.0,111.32823162126579,-0.5903386489712941,1000.0,1
140862,140862,954.9528602965088,1.0147472414781633,cloud,2.0,609.8231446367905,1.0637929960946162,cloud,2.0,-345.1297156597183,0.049045754616452886,1000.0,1
141134,141134,881.7551231203406,1.0720390105198805,cloud,2.0,800.5857754119703,0.8087599190344701,cloud,2.0,-81.16934770837031,-0.2632790914854104,1000.0,1
141201,141201,933.687282861608,1.0741871663526423,cloud,2.0,669.4238481915365,1.9519887566163916,cloud,5.0,-264.26343467007143,0.8778015902637493,1000.0,1
141463,141463,950.032642796364,1.065382465072097,cloud,2.0,1802.3131838823992,0.6867747002457044,cloud,2.0,852.2805410860352,-0.3786077648263927,1000.0,1
141496,141496,1062.445772557189,1.139979120509319,cloud,2.0,224.88595386338696,1.6519368044995293,cloud,5.0,-837.5598186938021,0.5119576839902102,1000.0,1
142190,142190,1117.8128775902085,1.1441728710173211,cloud,2.0,336.29852188900026,0.76562872527436,cloud,2.0,-781.5143557012082,-0.37854414574296114,1000.0,1
142251,142251,958.0337776166368,0.9271790907350088,cloud,2.0,777.6852227998711,0.926242349988422,cloud,2.0,-180.34855481676573,-0.0009367407465867839,1000.0,1
143475,143475,985.3513947106036,0.9035853647218434,cloud,2.0,315.57487644131004,1.3163599827751264,cloud,5.0,-669.7765182692935,0.4127746180532831,1000.0,1
143517,143517,1037.4410277921866,1.012642913737147,cloud,2.0,1399.3864140828668,1.698098273337907,cloud,5.0,361.9453862906803,0.68545535960076,1000.0,1
144076,144076,1020.0988823185849,1.0673925697179625,cloud,2.0,949.6258924910596,1.5695062563520117,cloud,5.0,-70.47298982752523,0.5021136866340492,1000.0,1
144079,144079,983.1664985621836,0.8912033633241272,cloud,2.0,1220.844204392488,2.660918924132177,cloud,5.0,237.6777058303045,1.76971556080805,1000.0,1
144814,144814,1102.9548832270766,1.000523142561429,cloud,2.0,336.1076663871396,1.0423458749567736,cloud,2.0,-766.847216839937,0.04182273239534462,1000.0,1
145099,145099,1115.94559734687,1.1043104114397526,cloud,2.0,890.8308940595342,0.2132059920825253,cloud,2.0,-225.11470328733583,-0.8911044193572273,1000.0,1
145250,145250,1119.6508744164898,1.1087506424562894,cloud,2.0,11446.954141282136,1.1845507957549497,cloud,4.0,10327.303266865647,0.0758001532986603,1000.0,1
145283,145283,1026.2336890587983,1.009909135498229,cloud,2.0,1205.5219079994536,1.2908197204105472,cloud,5.0,179.28821894065527,0.28091058491231813,1000.0,1
145603,145603,1089.0603194480534,1.0725327178143256,cloud,2.0,905.8651338962312,0.3038608854692273,cloud,2.0,-183.1951855518222,-0.7686718323450983,1000.0,1
146070,146070,909.724307735413,1.1330781613867955,cloud,2.0,657.4086594059479,1.5451135697246834,cloud,5.0,-252.31564832946515,0.4120354083378879,1000.0,1
146789,146789,1042.468716738828,1.0932754183729745,cloud,2.0,800.2902761924389,1.4994969431241487,cloud,5.0,-242.1784405463892,0.40622152475117423,1000.0,1
147164,147164,868.7704756076236,0.8686440134459951,cloud,2.0,593.7282865633647,0.245289022179453,cloud,2.0,-275.04218904425886,-0.623354991266542,1000.0,1
147554,147554,1124.1595071032282,1.0707080790503825,cloud,2.0,881.8377330605956,1.2297455948638063,cloud,2.0,-242.32177404263257,0.15903751581342385,1000.0,1
147589,147589,855.2859385673654,0.9218333677270716,cloud,2.0,486.61936045015113,-0.0097447451029484,cloud,2.0,-368.66657811721427,-0.93157811283002,1000.0,1
147695,147695,1070.7974827352934,0.9666851113834708,cloud,2.0,7188.950193808264,0.9596388786221564,cloud,3.0,6118.15271107297,-0.0070462327613144415,1000.0,1
149642,149642,950.2804371159134,0.92306511853384,cloud,2.0,980.979678866151,0.8119729192853534,cloud,2.0,30.699241750237547,-0.11109219924848657,1000.0,1
149715,149715,1064.8846992711185,0.9290190562129396,cloud,2.0,1404.543226258909,-0.3946943448975479,cloud,2.0,339.65852698779054,-1.3237134011104874,1000.0,1
150528,150528,932.4618643117024,0.9216245749376684,cloud,2.0,783.5281931421952,0.7455124284309881,cloud,2.0,-148.9336711695072,-0.17611214650668028,1000.0,1
150599,150599,1139.7299367049754,1.0908862246728133,cloud,2.0,1215.6730698665367,1.0401657021101942,cloud,2.0,75.94313316156126,-0.05072052256261905,1000.0,1
150675,150675,1077.1404805797447,1.1318465238642332,cloud,2.0,5444.4449265886815,-0.4461181224362169,cloud,3.0,4367.304446008937,-1.5779646463004502,1000.0,1
151540,151540,991.369254280729,1.0722321957342316,cloud,2.0,1804.7979658487225,1.7569774144054406,cloud,5.0,813.4287115679934,0.6847452186712091,1000.0,1
151622,151622,1092.6931502032494,0.932252924593629,cloud,2.0,1194.463614400376,1.5602565674001767,cloud,5.0,101.77046419712656,0.6280036428065477,1000.0,1
151996,151996,1048.395980683349,1.0842403155314746,cloud,2.0,1503.3467994644354,1.0648381916682927,cloud,2.0,454.95081878108635,-0.019402123863181853,1000.0,1
152090,152090,884.0325585184625,0.9240676505147926,cloud,2.0,565.2598978146086,0.745416257629033,cloud,2.0,-318.77266070385383,-0.1786513928857596,1000.0,1
152376,152376,901.6232449944516,1.0084667351561405,cloud,2.0,2788.056297031146,1.0495702034815866,cloud,3.0,1886.4330520366946,0.04110346832544609,1000.0,1
153001,153001,1116.344005402012,1.1143065108970147,cloud,2.0,759.5518584681839,1.3491454799063995,cloud,5.0,-356.7921469338281,0.23483896900938483,1000.0,1
153860,153860,993.255081479684,0.9869528149760374,cloud,2.0,5348.35574765989,1.382126899070169,cloud,6.0,4355.100666180206,0.3951740840941316,1000.0,1
154029,154029,906.1410963148536,1.1175051432051228,cloud,2.0,892.7664457708685,2.148673161842318,cloud,5.0,-13.374650543985126,1.031168018637195,1000.0,1
154192,154192,868.5292287967416,0.8611609056404369,cloud,2.0,965.05382676603,0.8340212628635171,cloud,2.0,96.5245979692885,-0.027139642776919826,1000.0,1
154307,154307,920.475511327903,1.1303081073431414,cloud,2.0,939.3487644207846,1.1286800584359251,cloud,2.0,18.87325309288167,-0.0016280489072162396,1000.0,1
154308,154308,939.3487644207846,1.1286800584359251,cloud,2.0,479.5958110304093,0.6900780041393134,cloud,2.0,-459.7529533903753,-0.4386020542966117,1000.0,1
154562,154562,968.1995056926048,1.012466639847846,cloud,2.0,437.8123578230538,1.7632527883162985,cloud,5.0,-530.387147869551,0.7507861484684526,1000.0,1
154988,154988,883.4942381375065,1.097799983635142,cloud,2.0,946.798477662384,1.426383683398069,cloud,5.0,63.30423952487752,0.328583699762927,1000.0,1
155014,155014,1094.0364103905524,1.006196979292309,cloud,2.0,700.2789619932333,2.161538155184106,cloud,5.0,-393.7574483973191,1.1553411758917973,1000.0,1
156290,156290,890.3128947663827,0.9072677675424632,cloud,2.0,3979.87549946632,2.36027309796378,cloud,6.0,3089.5626046999373,1.4530053304213169,1000.0,1
156535,156535,864.5020861864903,0.9615741010296964,cloud,2.0,535.3565428921972,1.8520629205209944,cloud,5.0,-329.145543294293,0.890488819491298,1000.0,1
156766,156766,884.6322129900555,0.8731217474506843,cloud,2.0,310.0309620271961,0.8145522642874351,cloud,2.0,-574.6012509628594,-0.05856948316324917,1000.0,1
157159,157159,872.0784499466339,0.958108700138908,cloud,2.0,921.747281415284,0.74067977796522,cloud,2.0,49.66883146865007,-0.21742892217368803,1000.0,1
157164,157164,1115.227045971803,1.0360938106195567,cloud,2.0,2153.999310860967,0.9064232567177584,cloud,3.0,1038.772264889164,-0.12967055390179838,1000.0,1
157170,157170,870.5535721472451,0.9411323088726256,cloud,2.0,1474.7060629852283,0.7810834186673926,cloud,2.0,604.1524908379832,-0.16004889020523294,1000.0,1
157172,157172,986.7748172517544,0.9733117021110148,cloud,2.0,2667.643986222138,0.9665880932038792,cloud,3.0,1680.8691689703837,-0.006723608907135636,1000.0,1
157250,157250,1065.776878068246,1.1320160125599328,cloud,2.0,1063.264192437946,-0.3129345410365343,cloud,2.0,-2.5126856303002114,-1.444950553596467,1000.0,1
157272,157272,860.3015819785129,1.1481149783629303,cloud,2.0,912.1070615773384,2.384372158345163,cloud,5.0,51.805479598825514,1.2362571799822328,1000.0,1
157639,157639,947.707390169031,1.0173081881532366,cloud,2.0,237.2065437258869,0.9345830587082444,cloud,2.0,-710.5008464431442,-0.08272512944499222,1000.0,1
157790,157790,899.5224349101971,0.8942980894423592,cloud,2.0,690.2451137940733,0.5247625763396009,cloud,2.0,-209.27732111612386,-0.36953551310275834,1000.0,1
157839,157839,907.4519743585532,1.0741828177992752,cloud,2.0,414.7942237699826,1.232577828177789,cloud,2.0,-492.65775058857065,0.1583950103785139,1000.0,1
158082,158082,1020.7901640181602,1.0460111396009082,cloud,2.0,936.817505638425,1.185429781770873,cloud,2.0,-83.97265837973521,0.1394186421699648,1000.0,1
158289,158289,977.6635738638952,1.1305300072399107,cloud,2.0,860.0064552618587,0.8401499621014632,cloud,2.0,-117.65711860203646,-0.2903800451384475,1000.0,1
158331,158331,1047.7493130871858,1.1494069545039869,cloud,2.0,441.8082961926315,1.195195737822627,cloud,2.0,-605.9410168945543,0.045788783318640114,1000.0,1
158376,158376,1068.9202932867563,0.8780522860246166,cloud,2.0,810.4948883890015,0.7982948148308474,cloud,2.0,-258.4254048977548,-0.07975747119376919,1000.0,1
159047,159047,970.598179266946,0.9016918975701818,cloud,2.0,10120.960469974749,0.1872320124701124,cloud,4.0,9150.362290707802,-0.7144598851000694,1000.0,1
159395,159395,1059.953568309523,1.096411596832521,cloud,2.0,1042.281663354628,0.4666740195317219,cloud,2.0,-17.6719049548949,-0.6297375773007992,1000.0,1
159497,159497,1030.9413761742762,0.9923524634313876,cloud,2.0,692.3940745267594,2.332292980853536,cloud,5.0,-338.54730164751686,1.3399405174221484,1000.0,1
159538,159538,1039.5977239031956,0.9019191799565026,cloud,2.0,1159.6194008447371,0.8946537807072175,cloud,2.0,120.0216769415415,-0.007265399249285154,1000.0,1
159935,159935,1012.8997647373354,0.8794699550653154,cloud,2.0,941.6419938599212,-0.0113821125883419,cloud,2.0,-71.25777087741426,-0.8908520676536573,1000.0,1
159938,159938,854.0640329259035,0.9806495114777256,cloud,2.0,304.7955571936882,0.6950810507964067,cloud,2.0,-549.2684757322153,-0.2855684606813189,1000.0,1
160138,160138,921.6316252803977,0.8983058944442319,cloud,2.0,244.9815558037869,0.0344310858360246,cloud,2.0,-676.6500694766107,-0.8638748086082073,1000.0,1
160261,160261,1145.4077251600916,1.0363259035014938,cloud,2.0,397.1274758621847,0.7319930325887477,cloud,2.0,-748.2802492979068,-0.3043328709127461,1000.0,1
160449,160449,1123.1030662316125,0.865755958543777,cloud,2.0,563.8802603656944,2.6338002766583566,cloud,5.0,-559.2228058659181,1.7680443181145797,1000.0,1
160669,160669,903.8961993940644,1.037254658994282,cloud,2.0,647.4933105040739,0.6649122221903176,cloud,2.0,-256.40288888999055,-0.3723424368039643,1000.0,1
161397,161397,921.2367772454718,1.0107913089623084,cloud,2.0,539.8101510008361,1.366029192535175,cloud,5.0,-381.4266262446357,0.3552378835728667,1000.0,1
161959,161959,998.9201894980486,0.8555644777372055,cloud,2.0,1327.829207300421,1.3400486342764668,cloud,5.0,328.90901780237255,0.48448415653926136,1000.0,1
162186,162186,1012.5884692715268,0.94120922736566,cloud,2.0,174.27931341898557,0.1063241021964035,cloud,2.0,-838.3091558525413,-0.8348851251692565,1000.0,1
162346,162346,1060.562207629882,1.0184163333659604,cloud,2.0,1168.343678592129,1.1579361853017822,cloud,2.0,107.78147096224689,0.13951985193582184,1000.0,1
162372,162372,965.9850700619002,0.9348841482866764,cloud,2.0,5096.55240576903,1.499783359538241,cloud,6.0,4130.56733570713,0.5648992112515646,1000.0,1
162559,162559,1100.045615360909,0.9038478104592268,cloud,2.0,190.6391523640397,1.891275030452656,cloud,5.0,-909.4064629968694,0.9874272199934292,1000.0,1
162631,162631,914.9542189956202,0.9790313802711286,cloud,2.0,158.20045826245587,1.1841165398209033,cloud,2.0,-756.7537607331643,0.2050851595497747,1000.0,1
162981,162981,872.6422021791356,1.1173866771009202,cloud,2.0,851.4975362909023,0.3550315277917565,cloud,2.0,-21.14466588823325,-0.7623551493091637,1000.0,1
162992,162992,1106.2745294665835,0.8826233468592881,cloud,2.0,914.237285165126,1.7617332567585406,cloud,5.0,-192.03724430145758,0.8791099098992525,1000.0,1
163012,163012,1096.506700700642,1.0789911975355069,cloud,2.0,655.5422925660414,1.4648298976071632,cloud,5.0,-440.9644081346007,0.3858387000716563,1000.0,1
163641,163641,1142.799710148016,1.0160580146821103,cloud,2.0,1104.0003095518298,1.672934274276023,cloud,5.0,-38.79940059618616,0.6568762595939126,1000.0,1
164182,164182,1052.008558318861,0.8681854582274534,cloud,2.0,895.500958530201,1.84145573269879,cloud,5.0,-156.50759978866006,0.9732702744713365,1000.0,1
164884,164884,913.4098211158828,1.0125840152671155,cloud,2.0,727.8018573195802,2.175265873642992,cloud,5.0,-185.60796379630256,1.1626818583758767,1000.0,1
165232,165232,941.9939610721378,1.1028265382226636,cloud,2.0,2877.9793788329907,1.8445312987356792,cloud,6.0,1935.985417760853,0.7417047605130156,1000.0,1
165327,165327,860.3313438085099,0.9754307724938812,cloud,2.0,422.9763801095591,0.2863655167427051,cloud,2.0,-437.3549636989508,-0.689065255751176,1000.0,1
165396,165396,1126.1982534360309,1.0088677618127375,cloud,2.0,1036.7541651648048,1.559543080853094,cloud,5.0,-89.44408827122606,0.5506753190403564,1000.0,1
165529,165529,881.3588781436844,0.8692350944870877,cloud,2.0,890.2117986344724,1.0387834669604707,cloud,2.0,8.852920490788051,0.16954837247338306,1000.0,1
165530,165530,890.2117986344724,1.0387834669604707,cloud,2.0,1746.6535422496097,0.584725816704309,cloud,2.0,856.4417436151373,-0.45405765025616174,1000.0,1
165916,165916,858.8715536690717,1.0750662358530392,cloud,2.0,9162.863950938996,2.2509115452773854,cloud,7.0,8303.992397269923,1.1758453094243462,1000.0,1
165968,165968,939.1691509707956,0.9434766321821426,cloud,2.0,1539.7463859866891,1.8095283390221628,cloud,5.0,600.5772350158935,0.8660517068400202,1000.0,1
167996,167996,924.4394193687784,0.9242211365724312,cloud,2.0,782.5227498193873,0.8195351126151866,cloud,2.0,-141.91666954939114,-0.10468602395724458,1000.0,1
168333,168333,857.2644049204512,0.8525359254582213,cloud,2.0,474.0340638129275,2.5359022290646163,cloud,5.0,-383.23034110752366,1.683366303606395,1000.0,1
168369,168369,896.7801968724291,1.059452357525621,cloud,2.0,463.3256612545226,0.4151299040806776,cloud,2.0,-433.4545356179065,-0.6443224534449433,1000.0,1
168645,168645,882.0164139532462,1.10318416586283,cloud,2.0,614.1051545851138,1.9822819516091144,cloud,5.0,-267.9112593681324,0.8790977857462843,1000.0,1
168961,168961,919.2404083681054,0.9380441172783364,cloud,2.0,1299.2222320556257,1.6084731303668127,cloud,5.0,379.9818236875203,0.6704290130884764,1000.0,1
169468,169468,1098.0996254522572,1.1027510507158136,cloud,2.0,1288.4848672029248,1.6654211595322157,cloud,5.0,190.38524175066755,0.5626701088164021,1000.0,1
169506,169506,1102.7086883121422,0.9708394878831124,cloud,2.0,1005.7397252612254,1.269326478607184,cloud,2.0,-96.96896305091673,0.2984869907240717,1000.0,1
169880,169880,1018.5659895874992,0.965082576306962,cloud,2.0,485.21710953236186,1.182205305883661,cloud,2.0,-533.3488800551373,0.21712272957669898,1000.0,1
170652,170652,891.2224917298923,1.0327472895988952,cloud,2.0,921.8557594643833,2.117054764116898,cloud,5.0,30.633267734490914,1.084307474518003,1000.0,1
171173,171173,893.4303418857726,1.0106178430867652,cloud,2.0,351.52082304979194,-0.2365195124905244,cloud,2.0,-541.9095188359806,-1.2471373555772896,1000.0,1
171494,171494,1141.5933037117331,0.9178470642464012,cloud,2.0,857.5038937250862,0.1607053193696374,cloud,2.0,-284.08940998664696,-0.7571417448767638,1000.0,1
171990,171990,911.8876643550578,0.927584061623142,cloud,2.0,153.22064723016996,1.8563724905056949,cloud,5.0,-758.6670171248879,0.9287884288825529,1000.0,1
172285,172285,953.0999891598668,0.9205051664057422,cloud,2.0,2374.4287450288034,0.6314348126594164,cloud,3.0,1421.3287558689367,-0.28907035374632584,1000.0,1
172674,172674,977.5565467519198,1.060070901558427,cloud,2.0,207.9650557702955,1.4893627096919562,cloud,5.0,-769.5914909816242,0.4292918081335291,1000.0,1
172778,172778,1058.3775344076205,0.9011987952395156,cloud,2.0,557.445754347272,1.1594066242014651,cloud,2.0,-500.9317800603485,0.2582078289619495,1000.0,1
173223,173223,1116.2680302179124,1.0756320382284634,cloud,2.0,1319.168109998861,3.1830448305516343,cloud,8.0,202.90007978094854,2.1074127923231707,1000.0,1
173263,173263,873.2562753077582,0.8988640238448757,cloud,2.0,687.9056665959034,0.6469701279053235,cloud,2.0,-185.35060871185476,-0.25189389593955225,1000.0,1
173667,173667,1023.7834340669276,0.9359265708533864,cloud,2.0,912.2618900107176,1.2044510783231197,cloud,2.0,-111.52154405621002,0.26852450746973333,1000.0,1
174163,174163,888.2783950157393,0.8726124247914511,cloud,2.0,989.2719585536964,1.0478843396910649,cloud,2.0,100.99356353795713,0.1752719148996138,1000.0,1
174164,174164,989.2719585536964,1.0478843396910649,cloud,2.0,894.2963100348078,1.2731165164317253,cloud,2.0,-94.97564851888865,0.22523217674066043,1000.0,1
174315,174315,1088.1705480903788,1.104296737446841,cloud,2.0,1609.2511136173173,1.0215015537501178,cloud,2.0,521.0805655269385,-0.08279518369672334,1000.0,1
174850,174850,930.1982698628344,0.9309281448711906,cloud,2.0,234.37674763208472,1.308691961992846,cloud,5.0,-695.8215222307497,0.3777638171216555,1000.0,1
175032,175032,938.0700654609118,0.999812714316833,cloud,2.0,648.7215154694422,1.8393289383931115,cloud,5.0,-289.34854999146955,0.8395162240762785,1000.0,1
175295,175295,932.06340853063,1.128227444808148,cloud,2.0,578.3070635738011,0.5919804922447478,cloud,2.0,-353.7563449568289,-0.5362469525634002,1000.0,1
175400,175400,863.1623355130181,1.115528313492754,cloud,2.0,556.0690204550477,0.2072461088845106,cloud,2.0,-307.09331505797036,-0.9082822046082435,1000.0,1
175617,175617,947.7266525129994,0.9729937222766394,cloud,2.0,1035.82058419744,1.4002990015203722,cloud,5.0,88.09393168444058,0.42730527924373285,1000.0,1
175998,175998,1078.5307202857075,0.8646956524604379,cloud,2.0,1486.4143045550315,0.6905787965157798,cloud,2.0,407.88358426932405,-0.1741168559446581,1000.0,1
176474,176474,1057.8639061528536,1.0249215743610864,cloud,2.0,1439.5880101220514,1.5219223225103302,cloud,5.0,381.7241039691978,0.4970007481492438,1000.0,1
176480,176480,1073.439301482164,0.9795094394926064,cloud,2.0,349.1162796205678,1.593371600920351,cloud,5.0,-724.3230218615961,0.6138621614277445,1000.0,1
176820,176820,1116.6010519520594,0.9191849040154816,cloud,2.0,1508.9204041349976,1.6227530661402183,cloud,5.0,392.31935218293825,0.7035681621247367,1000.0,1
176870,176870,1046.4435729134136,0.9974306107270564,cloud,2.0,1015.2798271449732,1.0329608809283506,cloud,2.0,-31.163745768440435,0.03553027020129418,1000.0,1
176871,176871,1015.2798271449732,1.0329608809283506,cloud,2.0,1057.385598858502,1.3527001867125876,cloud,5.0,42.105771713528725,0.31973930578423704,1000.0,1
177065,177065,1102.496347826874,0.8875440597029236,cloud,2.0,2157.200331040478,0.9457778818467464,cloud,3.0,1054.703983213604,0.05823382214382278,1000.0,1
