from,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
0.0,0.21191436549798326,0.11138690660874961,0.08718585169097115,0.05569345330437481,0.21796462922742788,0.05197021408625504,0.036146447409246045,0.13388147688488986,0.008997828110456097,0.017995656220912194,0.0668631709587341
1.0,0.001191250352483498,0.748845676490166,0.11940702204676377,0.016537470674332103,0.059604719730059985,0.03665252896119516,0.002944556024254701,0.013686910249548725,0.0008248593422993625,9.975043209201593e-05,0.0002052556968047251
2.0,0.002656364591814932,0.1768821209338854,0.5227205793184693,0.06048715416731632,0.058385161316401896,0.14899895477828018,0.014563807609907085,0.01026165191229377,0.004082716883506863,0.0006005693859755499,0.000360919102148768
3.0,0.0024729204986715715,0.06001089992506301,0.1338374548674978,0.3863274064990803,0.1934123577900402,0.031282784930853604,0.14601130867225287,0.03898085700660808,0.001089992506301519,0.005340963280877444,0.0012330540227535936
4.0,0.003225714866024727,0.07273473791339709,0.04296949220652437,0.061524450569250225,0.6784265849572926,0.008358030326524461,0.01314309550693081,0.1168180517730512,0.0002708115391923264,0.0004367928051489136,0.002092237536663296
5.0,0.001606640781898514,0.10766821703621345,0.30410915843457303,0.026847200312014298,0.022894631142053822,0.43890399157095705,0.04588822204241299,0.02243475932404664,0.024448881463673036,0.004010780792493029,0.0011875170996641189
6.0,0.0010434017410980861,0.009189477984851818,0.03094377573148119,0.13058235645369118,0.03755617712687388,0.05085640654954587,0.5727144159150194,0.09332160030170653,0.003695904962443823,0.060473302115088466,0.009623181118199818
7.0,0.0020009020708276954,0.0223217123604893,0.010830904098973516,0.016543010313272852,0.15676961777018988,0.012156766590686876,0.04397443930849309,0.6619050646130934,0.0007325541620882032,0.004876631219521055,0.06788839749236418
8.0,0.0027666769136181985,0.028793933804693105,0.11640536940260272,0.013525976022133415,0.010042012501280869,0.46869556306998666,0.06230146531406906,0.023260579977456706,0.2195921713290296,0.047443385592786144,0.0071728660723434775
9.0,0.0033714716114916967,0.0011477350166780244,0.006097342276102005,0.019654962160611168,0.005846275241203687,0.025142570209102974,0.3426347691976615,0.05846275241203687,0.01596069007567878,0.45166959578207383,0.0700118360173595
10.0,0.004665516265395747,0.0006847626612616068,0.0012599632967213565,0.0015156080235923563,0.007806294338382317,0.002008637139700713,0.014535228756379706,0.19933897577766213,0.0005204196225588212,0.01887205894436988,0.7487925351739754
All,0.0028340849211117027,0.22831216732731188,0.15099743874275412,0.06405635290609568,0.1987365979962906,0.07540580930569729,0.0697555656408521,0.14507742796955872,0.00431146427137959,0.012418905908555508,0.04809418501039281
