,alpha1,beta1,alpha2,beta2,p,flag
82,0.39610398184750084,0.12333900029783444,2.1195103968452575,6.306358899311865,-0.42263141219747535,0.0
83,0.1013567357934064,8.127451661588603,2.6374378173636854,6.906453493971547,-4.470415041418831,0.0
84,0.18914467601749274,5.70727500414203,2.960307958369834,6.615452046077607,-1.536162943472068,0.0
85,3.0990753088491783,5.11365166370799,3.1567597680448722,6.343077843923377,-2.0193339356987052,0.0
86,7.895064813757497,12.702805488301784,3.0945460574533716,5.279020397134728,-6.232554185897822,0.0
87,3.830630818334277,7.039176281397486,3.723997608691466,5.806779916207863,-4.100592388276805,0.0
88,2.5423603398547745,4.372784641661415,3.594840557853181,4.967966058835669,-1.6708032551647696,0.0
89,1.284862876946781,3.4200174860542063,4.3364969480053706,5.493803126026808,-3.0735428144035453,0.0
90,3.2124200020634675,3.920290931097848,3.990757850881583,4.241759668501357,-3.3125170090462546,0.0
91,3.838528449707,3.1217925424183637,4.069551561380472,3.9416787416897976,-3.1673658761463845,0.0
92,3.5879858812862304,1.0619050969806327,4.236603492760626,3.706841124912613,-2.120203364776885,0.0
93,2.780313462906995,0.8829279155551919,4.271868277791619,3.4571777145056117,-2.0361397757983744,0.0
94,3.7765508652596824,1.9279810751611448,4.122054450764548,3.0854364280213713,-1.2324131786491646,0.0
95,3.728984483901421,5.279760172627592,5.307596954771416,3.4556462667100396,-3.3286586609988684,0.0
96,9.263609552160052,3.7550051897629717,7.804697827691778,4.227487700118543,-4.801240062988754,0.0
97,10.815158599784809,10.614104757605482,8.712705863781824,4.19288355153653,-4.42839433450302,0.0
98,14.55205778455829,5.971793301019245,12.524986285269273,5.108309371964276,-8.094717996016573,0.0
99,15.988459955544881,2.8638657171130717,17.612980727864354,6.069774052660299,-6.280883295929678,0.0
100,8.28230369818439,3.7132348925664154,17.055812281444982,5.067287287345906,-2.2274387434552243,0.0
101,6.2484750214799565,2.406495264635482,15.107736144770335,3.942301083015332,-0.9595041216464184,0.0
102,0.9335859524493778,1.5612228355719366,13.394084485034302,3.0503003449956356,-0.4459211099324636,0.0
103,1.1548124020634822,1.0809661967512318,116.07412459952046,16.41811119701878,0.15786726051630462,0.0
104,0.5436345034369906,2.764826650970795,3.073311677586264e-07,9.135212863491088e-08,1.000007477994245,0.0
105,5.248256130134041,36.05738195784953,1.7818465011462998,11.737591420750967,-2.372615495850171,0.0
106,2.0041082039211737,9.525442258888612,0.1618934284423204,16.98209213370506,6.775061956738373,0.0
107,1.372897380128388,4.166527541341814,35.840151041560766,178.24236763655057,0.32162094700800703,0.0
108,0.4195918398790828,31.022074672558976,3.10539835253217,10.095227230048614,-7.579670892706621,0.0
109,1.2452226047279442,2.309583444884923,3.588054841492152,9.823031295213621,-3.9014098670139368,0.0
110,0.7204895195801948,5.245301862248393,3.812467959419238,8.869058707102608,-2.7496246137692903,0.0
111,6.057934330411256,14.519846367849585,4.0424354205848205,7.888481637730301,-1.0913471373022883,0.0
112,13.508666250779946,20.371500519996488,4.490008944416161,7.798391805278033,-11.26103463023846,0.0
113,0.7999421618581579,8.180831216964453,5.857792949565779,8.921517454864976,-5.459616436471592,0.0
114,3.4040789792384323,7.593194520076859,6.232862538573862,8.599867308398746,-3.6562634436530175,0.0
115,0.7150257452976557,4.256700817486534,5.622250104494977,6.810114257466893,-4.109287644911207,0.0
116,4.841485360639124,5.996455943417769,6.213627025743765,6.644319001366519,-6.130251532454803,0.0
117,5.909212074546109,4.705330924203388,6.316023454064668,6.013809685727217,-5.899364930069747,0.0
118,7.531201434675528,0.8180306334784815,8.168588713714517,7.059384553289419,-5.25275645382855,0.0
119,4.551091611217137,1.4611468470547082,7.7628314403531204,5.935690694464694,-4.822047019016302,0.0
120,7.324815418699671,3.1365097388741914,8.033635458712485,5.6019338585121154,-3.2991766874822286,0.0
121,3.857750914641775,4.809529351634739,8.353601565198765,5.184012383064859,-5.795744367054462,0.0
122,19.219395226507178,13.179386061904241,11.9805699668328,6.402446376596547,-14.83715960603482,0.0
123,18.90166929881207,18.665130592669534,15.22098967530793,7.071669804697793,-8.310232973226832,0.0
124,56.81993531910978,0.11170934420379622,23.157753960884058,8.984192372656207,-22.193906780781653,0.0
125,43.40043695364147,0.1703604941926915,25.002289970965542,8.302483852066334,-12.139351625325272,0.0
126,360.4282173778213,0.8556186676929557,30.738504412753393,8.63067541697623,-130.68433972045244,0.0
127,4.129482286165567,5.809726587656748,23.916640791130202,5.796103435269606,-5.8285628417849455,0.0
128,11.084142125701309,6.384019520811394,26.976515028374653,5.340349699781171,-6.5604189000556,0.0
129,1.771407258226943,0.9417576608073353,130.5436160541605,17.150061319988424,0.12702772772648918,0.0
130,0.7655939867598696,5.060458908984396,4.853439717265251e-08,8.442049444416307e-07,1.5042614540567567,0.0
131,5.668939895662707,30.908871356904292,2.1917353920643903,15.353047512346823,-0.2757101408306023,0.0
132,1.4031556642640828,1.8525441871253259,2.126822864605529,10.01911983541018,-0.33826852356496107,0.0
133,3.329476175300765,0.07041229796031645,3.3278798272786583,13.441570190288989,-1.0986719298468788,0.0
134,4.466120760790936,12.725108262150671,2.930928493835448,9.417844559335272,-5.090038145700925,0.0
135,0.49359872835833296,6.4221511241476215,3.4329370703700555,9.041307421492569,-5.894483937193191,0.0
136,0.2529740865066994,8.49388016556071,4.353795352086609,10.145098601823754,-2.94303815045482,0.0
137,7.536930480707703,8.898659761580337,4.046474430503169,8.562113007623383,-5.171895682004358,0.0
138,20.60634264019828,23.200595590033714,5.920033582683098,10.748933248180847,-16.095513196254107,0.0
139,8.218047967831192,10.28770159101039,5.2353961314920685,8.255970694842837,-7.283792372851756,0.0
140,1.4178250449350047,4.079132755035898,5.218511938035794,6.901151316504112,-4.091136834346713,0.0
141,0.6008930186043869,5.253294719275246,7.103086702667612,8.54517979234057,-5.545306169024812,0.0
142,6.133127110651218,7.4870495043869445,7.987857585509194,8.75199558374606,-8.335583563533296,0.0
143,7.591191160549254,5.860587296810131,7.939435119968831,7.749466502397526,-7.923369292175948,0.0
144,7.309829836759521,0.6139303322896814,8.386957724079153,7.143847352351184,-5.110056894650005,0.0
145,4.659623874193963,0.5698971035234534,7.989297675824539,6.288222211816809,-4.731153351183886,0.0
146,7.341071223378076,3.7802253078431067,9.483596395613171,6.518621574366263,-3.917623899881196,0.0
147,8.771381563147568,5.38245511485046,10.835373229774177,6.6022368877604745,-7.773979845698237,0.0
148,25.834310864664452,17.708834741636995,16.00279773165336,8.5168574697629,-20.594385593005477,0.0
149,23.09862054120224,18.82450817011873,21.021034276545507,9.514615586280716,-13.871604399460999,0.0
150,78.6384596513199,4.982764829736622,30.34881726846174,11.517032920992895,-10.535001921763712,0.0
151,4.4522285977293725,11.579193570477855,39.3640694459057,12.562719769101312,-9.966372508308517,0.0
152,1.0,1.0,1.0,1.0,0.5,1.0
153,6.704945910935779,0.5247641662219253,45.07442765362393,10.106406005329847,-4.109855622051436,0.0
154,5.097952995339494,0.9385177130553463,48.905020826936564,8.646081601850913,-2.9845676048611507,0.0
155,1.0,1.0,1.0,1.0,0.5,1.0
